position,4um,8um,12um,16um,20um,24um,28um,32um,36um,40um,44um,48um,52um,56um,60um,64um,68um,72um,76um,80um
73,75.0,200.0,426.0,692.0,1059.0,1513.0,2296.0,3480.0,5018.0,6809.0,8755.0,11048.0,14024.0,17167.0,20524.0,24895.0,31911.0,38587.0,45716.0,55514.0
74,129.0,691.0,1456.0,2251.0,3071.0,3987.0,5321.0,6701.0,8727.0,11189.0,13612.0,16140.0,19325.0,22869.0,27031.0,31841.0,37771.0,44157.0,50949.0,58605.0
75,4.0,170.0,804.0,1578.0,2400.0,3119.0,4201.0,5616.0,7220.0,9253.0,11279.0,13407.0,16281.0,20171.0,25033.0,29485.0,35131.0,40001.0,45153.0,51133.0
76,4.0,21.0,89.0,231.0,546.0,948.0,1665.0,2576.0,3858.0,5601.0,7689.0,11791.0,18811.0,26398.0,33600.0,39863.0,46449.0,52941.0,60075.0,68058.0
77,94.0,253.0,698.0,1555.0,2407.0,2983.0,3843.0,5071.0,6475.0,8698.0,12455.0,16960.0,21601.0,25888.0,30584.0,36462.0,44515.0,53003.0,62611.0,73343.0
78,43.0,155.0,381.0,684.0,1202.0,1900.0,2915.0,4125.0,6577.0,10912.0,15511.0,19756.0,23808.0,27822.0,31937.0,36285.0,40973.0,45877.0,51119.0,57177.0
79,0.0,12.0,30.0,141.0,471.0,761.0,1273.0,2245.0,4720.0,8496.0,12782.0,16835.0,21124.0,24821.0,28602.0,32274.0,36364.0,41974.0,47752.0,53798.0
80,13.0,72.0,154.0,327.0,878.0,1371.0,2540.0,4618.0,7830.0,12288.0,16312.0,20222.0,24571.0,28800.0,33379.0,38081.0,43154.0,49039.0,55440.0,62622.0
81,0.0,31.0,142.0,273.0,471.0,1043.0,2872.0,5325.0,8784.0,12279.0,15063.0,18151.0,22199.0,26626.0,31719.0,37547.0,45560.0,55057.0,66072.0,79038.0
82,7.0,70.0,262.0,621.0,1468.0,3522.0,7504.0,11946.0,16787.0,22478.0,27856.0,33044.0,39486.0,45742.0,52268.0,58679.0,65319.0,72270.0,79829.0,88657.0
83,304.0,1088.0,2417.0,4512.0,7507.0,10146.0,13695.0,17333.0,21252.0,25068.0,28733.0,32692.0,37582.0,42603.0,48158.0,53957.0,60377.0,67661.0,75927.0,85741.0
84,302.0,1141.0,2758.0,4177.0,5663.0,6953.0,8601.0,10587.0,13182.0,16549.0,20757.0,26123.0,32999.0,40501.0,48130.0,55326.0,62606.0,69681.0,76975.0,86631.0
85,430.0,1372.0,2533.0,3628.0,4974.0,6485.0,8482.0,10771.0,13771.0,17631.0,21779.0,26531.0,32283.0,37987.0,44402.0,52403.0,63488.0,75968.0,88901.0,102018.0
86,394.0,1391.0,2594.0,3659.0,5108.0,6538.0,8469.0,10477.0,12928.0,16344.0,21364.0,27520.0,35393.0,43492.0,51448.0,59429.0,67430.0,76006.0,85138.0,95454.0
87,733.0,2733.0,6137.0,10413.0,15682.0,20436.0,26837.0,33135.0,39166.0,45912.0,52454.0,58660.0,65456.0,72234.0,79177.0,86856.0,96168.0,106275.0,116756.0,128758.0
88,101.0,576.0,1234.0,2039.0,3804.0,6261.0,10465.0,15560.0,22482.0,30902.0,38904.0,47127.0,56768.0,66852.0,78130.0,89719.0,102403.0,115266.0,128959.0,144019.0
89,4.0,74.0,307.0,771.0,1539.0,2406.0,3829.0,5542.0,7839.0,11046.0,15054.0,21084.0,29971.0,39816.0,50616.0,61800.0,74527.0,88164.0,102956.0,119897.0
90,8.0,66.0,331.0,783.0,1323.0,1880.0,2728.0,3793.0,5209.0,7199.0,9439.0,12040.0,15440.0,19527.0,25497.0,33644.0,43791.0,53770.0,63791.0,75434.0
91,5.0,45.0,173.0,539.0,1099.0,1667.0,2853.0,4493.0,6455.0,9536.0,13005.0,16977.0,21321.0,25785.0,31095.0,36872.0,43611.0,51177.0,61240.0,74758.0
92,5.0,42.0,182.0,482.0,1021.0,1719.0,3102.0,5318.0,8535.0,12439.0,16171.0,19270.0,22730.0,26428.0,30557.0,35219.0,40815.0,47226.0,54007.0,61929.0
93,26.0,352.0,1003.0,1655.0,2543.0,3329.0,4502.0,6177.0,8353.0,10883.0,13410.0,16457.0,20052.0,24121.0,28493.0,32801.0,37511.0,42689.0,48589.0,56413.0
94,277.0,1306.0,2936.0,5156.0,8581.0,12638.0,19256.0,26279.0,35049.0,46100.0,57826.0,70540.0,86719.0,104007.0,123418.0,144363.0,169068.0,197071.0,228403.0,265442.0
95,1273.0,4796.0,11113.0,19593.0,32026.0,45249.0,64336.0,85312.0,109725.0,138352.0,168360.0,201317.0,242931.0,286745.0,336230.0,388572.0,445171.0,503241.0,564256.0,631222.0
96,1821.0,7452.0,18292.0,33008.0,54388.0,76556.0,108149.0,142390.0,181753.0,227642.0,275091.0,325182.0,383418.0,441339.0,504908.0,571396.0,642524.0,714884.0,791116.0,873992.0
97,3080.0,11544.0,26388.0,45682.0,72779.0,99544.0,135281.0,172359.0,213570.0,260347.0,309204.0,361516.0,423853.0,486710.0,555307.0,626917.0,701716.0,777162.0,859004.0,950513.0
98,851.0,3353.0,8386.0,15542.0,26044.0,37151.0,53239.0,70785.0,91126.0,114636.0,139079.0,165414.0,196752.0,228932.0,264665.0,302034.0,342127.0,379689.0,420570.0,467161.0
99,543.0,2366.0,5648.0,9835.0,15768.0,22110.0,31238.0,40764.0,51602.0,64852.0,79405.0,95891.0,115895.0,135198.0,155601.0,177202.0,201444.0,227041.0,254905.0,286692.0
