file,position,overlap_area
Reslice of 6,51,458.0
Reslice of 6,52,58.0
Reslice of 6,53,301.0
Reslice of 6,54,49.0
Reslice of 6,55,198.0
Reslice of 6,56,11206.0
Reslice of 6,57,5715.0
Reslice of 6,58,7038.0
Reslice of 6,59,2058.0
Reslice of 6,60,138.0
Reslice of 6,61,32.0
Reslice of 6,62,189.0
Reslice of 6,63,112.0
Reslice of 6,64,1085.0
Reslice of 6,65,3602.0
Reslice of 6,66,186.0
Reslice of 6,67,176.0
Reslice of 6,68,89.0
Reslice of 6,69,303.0
Reslice of 6,70,88.0
Reslice of 6,71,281.0
Reslice of 6,72,65.0
Reslice of 6,73,126.0
Reslice of 6,74,38.0
Reslice of 6,75,224.0
Reslice of 6,76,85.0
Reslice of 6,77,46.0
Reslice of 6,78,20.0
Reslice of 6,79,180.0
Reslice of 6,80,517.0
Reslice of 6,81,177.0
Reslice of 6,82,36.0
Reslice of 6,83,2983.0
Reslice of 6,84,3041.0
Reslice of 6,85,2842.0
Reslice of 6,86,107.0
Reslice of 6,87,358.0
Reslice of 6,88,0.0
Reslice of 6,89,614.0
Reslice of 6,90,183.0
Reslice of 6,91,83.0
Reslice of 6,92,113.0
Reslice of 6,93,170.0
Reslice of 6,94,1598.0
Reslice of 6,95,1950.0
Reslice of 6,96,927.0
Reslice of 6,97,122.0
Reslice of 6,98,195.0
Reslice of 6,99,316.0
Reslice of 7,0,46.0
Reslice of 7,1,71.0
Reslice of 7,2,377.0
Reslice of 7,3,1076.0
Reslice of 7,4,3682.0
Reslice of 7,5,3699.0
Reslice of 7,6,139.0
Reslice of 7,7,75.0
Reslice of 7,8,146.0
Reslice of 7,9,410.0
Reslice of 7,10,12.0
Reslice of 7,11,83.0
Reslice of 7,12,2098.0
Reslice of 7,13,242.0
Reslice of 7,14,250.0
Reslice of 7,15,227.0
Reslice of 7,16,2581.0
Reslice of 7,17,3440.0
Reslice of 7,18,10626.0
Reslice of 7,19,9985.0
Reslice of 7,20,8676.0
Reslice of 7,21,9362.0
Reslice of 7,22,9131.0
Reslice of 7,23,9339.0
Reslice of 7,24,8610.0
Reslice of 7,25,444.0
Reslice of 7,26,440.0
Reslice of 7,27,515.0
Reslice of 7,28,175.0
Reslice of 7,29,14556.0
Reslice of 7,30,7499.0
Reslice of 7,31,248.0
Reslice of 7,32,3249.0
Reslice of 7,33,548.0
Reslice of 7,34,248.0
Reslice of 7,35,77.0
Reslice of 7,36,260.0
Reslice of 7,37,21.0
Reslice of 7,38,757.0
Reslice of 7,39,4980.0
Reslice of 7,40,389.0
Reslice of 7,41,409.0
Reslice of 7,42,178.0
Reslice of 7,43,10.0
Reslice of 7,44,40.0
Reslice of 7,45,215.0
Reslice of 7,46,213.0
Reslice of 7,47,225.0
Reslice of 7,48,23.0
Reslice of 7,49,20.0
Reslice of 7,50,213.0
Reslice of 7,51,2341.0
Reslice of 7,52,161.0
Reslice of 7,53,1560.0
Reslice of 7,54,400.0
Reslice of 7,55,570.0
Reslice of 7,56,2085.0
Reslice of 7,57,188.0
Reslice of 7,58,86.0
Reslice of 7,59,507.0
Reslice of 7,60,774.0
Reslice of 7,61,1322.0
Reslice of 7,62,1202.0
Reslice of 7,63,174.0
Reslice of 7,64,165.0
Reslice of 7,65,170.0
Reslice of 7,66,107.0
Reslice of 7,67,475.0
Reslice of 7,68,1191.0
Reslice of 7,69,1616.0
Reslice of 7,70,144.0
Reslice of 7,71,2569.0
Reslice of 7,72,2268.0
Reslice of 7,73,2105.0
Reslice of 7,74,132.0
Reslice of 7,75,6688.0
Reslice of 7,76,0.0
Reslice of 7,77,365.0
Reslice of 7,78,1965.0
Reslice of 7,79,3323.0
Reslice of 7,80,3796.0
Reslice of 7,81,2096.0
Reslice of 7,82,1460.0
Reslice of 7,83,339.0
Reslice of 7,84,268.0
Reslice of 7,85,260.0
Reslice of 7,86,181.0
Reslice of 7,87,2268.0
Reslice of 7,88,260.0
Reslice of 7,89,86.0
Reslice of 7,90,198.0
Reslice of 7,91,212.0
Reslice of 7,92,101.0
Reslice of 7,93,296.0
Reslice of 7,94,951.0
Reslice of 7,95,6.0
Reslice of 7,96,275.0
Reslice of 7,97,454.0
Reslice of 7,98,20.0
Reslice of 7,99,98.0
Reslice of 8,0,12.0
Reslice of 8,1,336.0
Reslice of 8,2,16.0
Reslice of 8,3,237.0
Reslice of 8,4,1730.0
Reslice of 8,5,4445.0
Reslice of 8,6,4282.0
Reslice of 8,7,4952.0
Reslice of 8,8,532.0
Reslice of 8,9,638.0
Reslice of 8,10,1519.0
Reslice of 8,11,441.0
Reslice of 8,12,140.0
Reslice of 8,13,11.0
Reslice of 8,14,1080.0
Reslice of 8,15,567.0
Reslice of 8,16,1890.0
Reslice of 8,17,3091.0
Reslice of 8,18,3490.0
Reslice of 8,19,3627.0
Reslice of 8,20,4360.0
Reslice of 8,21,1662.0
Reslice of 8,22,61.0
Reslice of 8,23,317.0
