file,position,overlap_area
Reslice of 7,89,1054.0
Reslice of 7,90,1790.0
Reslice of 7,91,1056.0
Reslice of 7,92,1782.0
Reslice of 7,93,1939.0
Reslice of 7,94,6551.0
Reslice of 7,95,38.0
Reslice of 7,96,2669.0
Reslice of 7,97,2584.0
Reslice of 7,98,1365.0
Reslice of 7,99,1828.0
Reslice of 8,0,653.0
Reslice of 8,1,2320.0
Reslice of 8,2,388.0
Reslice of 8,3,2109.0
Reslice of 8,4,12277.0
Reslice of 8,5,27439.0
Reslice of 8,6,31905.0
Reslice of 8,7,33273.0
Reslice of 8,8,9074.0
Reslice of 8,9,34782.0
Reslice of 8,10,37464.0
Reslice of 8,11,20930.0
Reslice of 8,12,1747.0
Reslice of 8,13,1141.0
Reslice of 8,14,10659.0
Reslice of 8,15,10865.0
Reslice of 8,16,12581.0
Reslice of 8,17,16522.0
Reslice of 8,18,23010.0
Reslice of 8,19,28538.0
Reslice of 8,20,30071.0
Reslice of 8,21,9393.0
Reslice of 8,22,939.0
Reslice of 8,23,966.0
Reslice of 8,24,6404.0
Reslice of 8,25,1114.0
Reslice of 8,26,1124.0
Reslice of 8,27,6018.0
Reslice of 8,28,630.0
Reslice of 8,29,2145.0
Reslice of 8,30,1185.0
Reslice of 8,31,2223.0
Reslice of 8,32,807.0
Reslice of 8,33,15963.0
Reslice of 8,34,17201.0
Reslice of 8,35,8418.0
Reslice of 8,36,230.0
Reslice of 8,37,975.0
Reslice of 8,38,421.0
Reslice of 8,39,687.0
Reslice of 8,40,3596.0
Reslice of 8,41,592.0
Reslice of 8,42,1095.0
Reslice of 8,43,3054.0
Reslice of 8,44,1983.0
Reslice of 8,45,7616.0
Reslice of 8,46,11180.0
Reslice of 8,47,16561.0
Reslice of 8,48,7780.0
Reslice of 8,49,7673.0
Reslice of 8,50,8858.0
Reslice of 8,51,2311.0
Reslice of 8,52,2132.0
Reslice of 8,53,1001.0
Reslice of 8,54,3034.0
Reslice of 8,55,2515.0
Reslice of 8,56,4791.0
Reslice of 8,57,2235.0
Reslice of 8,58,4836.0
Reslice of 8,59,3098.0
Reslice of 8,60,1059.0
Reslice of 8,61,16962.0
Reslice of 8,62,103887.0
Reslice of 8,63,128558.0
Reslice of 8,64,44350.0
Reslice of 8,65,11912.0
Reslice of 8,66,1484.0
Reslice of 8,67,1467.0
Reslice of 8,68,2368.0
Reslice of 8,69,7985.0
Reslice of 8,70,4723.0
Reslice of 8,71,24213.0
Reslice of 8,72,1703.0
Reslice of 8,73,1380.0
Reslice of 8,74,5451.0
Reslice of 8,75,1931.0
Reslice of 8,76,5056.0
Reslice of 8,77,4376.0
Reslice of 8,78,1409.0
Reslice of 8,79,16327.0
Reslice of 8,80,2097.0
Reslice of 8,81,2023.0
Reslice of 8,82,1847.0
Reslice of 8,83,1993.0
Reslice of 8,84,1950.0
Reslice of 8,85,2787.0
Reslice of 8,86,1444.0
Reslice of 8,87,3512.0
Reslice of 8,88,2626.0
Reslice of 8,89,8241.0
Reslice of 8,90,14928.0
Reslice of 8,91,2556.0
Reslice of 8,92,3382.0
Reslice of 8,93,9616.0
Reslice of 8,94,982.0
Reslice of 8,95,2263.0
Reslice of 8,96,965.0
Reslice of 8,97,6147.0
Reslice of 8,98,1438.0
Reslice of 8,99,5067.0
Reslice of 9,0,9861.0
Reslice of 9,1,15816.0
Reslice of 9,2,24297.0
Reslice of 9,3,19095.0
Reslice of 9,4,12607.0
Reslice of 9,5,11658.0
Reslice of 9,6,51044.0
Reslice of 9,7,47649.0
Reslice of 9,8,23316.0
Reslice of 9,9,23981.0
Reslice of 9,10,7584.0
Reslice of 9,11,2825.0
Reslice of 9,12,2636.0
Reslice of 9,13,4375.0
Reslice of 9,14,2489.0
Reslice of 9,15,3381.0
Reslice of 9,16,4164.0
Reslice of 9,17,4395.0
Reslice of 9,18,4128.0
Reslice of 9,19,2221.0
Reslice of 9,20,4208.0
Reslice of 9,21,6392.0
Reslice of 9,22,3953.0
Reslice of 9,23,986.0
Reslice of 9,24,1217.0
Reslice of 9,25,15700.0
Reslice of 9,26,8831.0
Reslice of 9,27,2843.0
Reslice of 9,28,4238.0
Reslice of 9,29,3556.0
Reslice of 9,30,1827.0
Reslice of 9,31,1201.0
Reslice of 9,32,2929.0
Reslice of 9,33,5648.0
Reslice of 9,34,5461.0
Reslice of 9,35,18124.0
Reslice of 9,36,11656.0
Reslice of 9,37,8101.0
Reslice of 9,38,11767.0
Reslice of 9,39,10787.0
Reslice of 9,40,1520.0
Reslice of 9,41,2032.0
Reslice of 9,42,2294.0
Reslice of 9,43,2077.0
Reslice of 9,44,2312.0
Reslice of 9,45,1839.0
Reslice of 9,46,1173.0
Reslice of 9,47,1397.0
Reslice of 9,48,1307.0
Reslice of 9,49,1196.0
Reslice of 9,50,3059.0
Reslice of 9,51,4074.0
Reslice of 9,52,5912.0
Reslice of 9,53,40406.0
Reslice of 9,54,13065.0
Reslice of 9,55,3182.0
Reslice of 9,56,11304.0
Reslice of 9,57,9019.0
Reslice of 9,58,5129.0
Reslice of 9,59,1070.0
Reslice of 9,60,1456.0
Reslice of 9,61,5790.0
Reslice of 9,62,3846.0
Reslice of 9,63,40231.0
Reslice of 9,64,26382.0
Reslice of 9,65,2306.0
Reslice of 9,66,1268.0
Reslice of 9,67,2010.0
Reslice of 9,68,2446.0
Reslice of 9,69,6451.0
Reslice of 9,70,19035.0
Reslice of 9,71,9762.0
Reslice of 9,72,3053.0
Reslice of 9,73,1730.0
Reslice of 9,74,4354.0
Reslice of 9,75,3423.0
Reslice of 9,76,1154.0
Reslice of 9,77,3209.0
Reslice of 9,78,2196.0
Reslice of 9,79,865.0
Reslice of 9,80,1609.0
Reslice of 9,81,1525.0
Reslice of 9,82,4615.0
Reslice of 9,83,11120.0
Reslice of 9,84,7465.0
Reslice of 9,85,7106.0
Reslice of 9,86,7155.0
Reslice of 9,87,22269.0
Reslice of 9,88,7374.0
Reslice of 9,89,2762.0
Reslice of 9,90,2095.0
Reslice of 9,91,1946.0
Reslice of 9,92,2051.0
Reslice of 9,93,3624.0
Reslice of 9,94,14453.0
Reslice of 9,95,50508.0
Reslice of 9,96,85281.0
Reslice of 9,97,109748.0
Reslice of 9,98,41641.0
Reslice of 9,99,24641.0
